"","temp","wd","ws","atmos_pres","dew_point","rh","ceil_hgt","visibility","aa1_1","aa1_2","aa1_3","aa1_4","year","month","day","timestamp"
"7099",13.9,280,3.1,1009.9,5.6,57.3,22000,16093,1,0,"9","5",2019,10,23,"18:00"
"7100",12.2,270,1.5,1011.5,5,61.4,22000,16093,1,0,"9","5",2019,10,23,"19:00"
"7101",11.7,300,1.5,1012.8,5,63.5,22000,16093,1,0,"9","5",2019,10,23,"20:00"
"7102",11.1,250,1.5,1013.8,4.4,63.4,22000,16093,1,0,"9","5",2019,10,23,"21:00"
"7103",10.6,210,2.1,1015,3.9,63.2,22000,16093,1,0,"9","5",2019,10,23,"22:00"
"7104",10,250,2.6,1015.8,2.8,60.9,22000,16093,1,0,"9","5",2019,10,23,"23:00"
"7105",10.6,250,2.6,1015.9,2.2,56.1,22000,16093,1,0,"9","5",2019,10,24,"00:00"
"7106",10,240,2.6,1017.1,2.2,58.4,22000,16093,1,0,"9","5",2019,10,24,"01:00"
"7107",8.9,999,0,1018.2,2.2,62.8,22000,16093,1,0,"9","5",2019,10,24,"02:00"
"7108",8.3,210,2.1,1018.7,1.7,63.2,22000,16093,1,0,"9","5",2019,10,24,"03:00"
"7109",7.8,200,1.5,1019.1,1.7,65.3,22000,16093,1,0,"9","5",2019,10,24,"04:00"
"7110",6.1,200,1.5,1019.9,1.7,73.4,22000,16093,1,0,"9","5",2019,10,24,"05:00"
"7111",6.1,240,2.6,1020.9,1.7,73.4,22000,16093,1,0,"9","5",2019,10,24,"06:00"
"7112",5,200,2.1,1022,1.7,79.2,22000,16093,1,0,"9","5",2019,10,24,"07:00"
"7113",6.1,200,2.6,1022.4,2.2,76.1,22000,16093,1,0,"9","5",2019,10,24,"08:00"
"7114",7.8,180,2.1,1022.5,3.3,73.2,22000,16093,1,0,"9","5",2019,10,24,"09:00"
"7115",10.6,200,3.1,1022.8,3.9,63.2,22000,16093,1,0,"9","5",2019,10,24,"10:00"
"7116",13.9,210,3.1,1022.8,2.8,47.1,22000,16093,1,0,"9","5",2019,10,24,"11:00"
"7117",14.4,210,4.6,1022.2,2.2,43.7,22000,16093,1,0,"9","5",2019,10,24,"12:00"
"7118",16.1,190,3.6,1021.4,2.8,40.9,22000,16093,1,0,"9","5",2019,10,24,"13:00"
"7119",16.7,230,4.6,1020.7,3.3,40.8,22000,16093,1,0,"9","5",2019,10,24,"14:00"
"7120",17.2,240,6.2,1020.6,2.2,36.5,22000,16093,1,0,"9","5",2019,10,24,"15:00"
"7121",16.1,999,2.6,1020.2,3.9,44.2,22000,16093,1,0,"9","5",2019,10,24,"16:00"
"7122",14.4,180,5.7,1020.2,4.4,51,22000,16093,1,0,"9","5",2019,10,24,"17:00"
"7123",13.3,190,4.6,1020.2,5,57.2,2591,16093,1,0,"9","5",2019,10,24,"18:00"
"7124",12.2,200,3.1,1020.7,5.6,64.1,22000,16093,1,0,"9","5",2019,10,24,"19:00"
"7125",12.2,210,2.6,1021.3,6.7,69.1,2743,16093,1,0,"9","5",2019,10,24,"20:00"
"7126",11.7,999,0,1022.1,6.1,68.5,2743,16093,NA,NA,NA,NA,2019,10,24,"21:00"
"7127",10,200,2.1,1022.3,6.1,76.7,22000,16093,NA,NA,NA,NA,2019,10,24,"22:00"
"7128",11.1,999,0,1022.7,5.6,68.9,22000,16093,NA,NA,NA,NA,2019,10,24,"23:00"
"7129",9.4,210,1.5,1023,6.1,79.9,2743,16093,NA,NA,NA,NA,2019,10,25,"00:00"
"7130",10,250,2.1,1023,5.6,74.1,22000,16093,24,0,"9","5",2019,10,25,"01:00"
"7131",11.1,280,2.6,1023.3,5,66.1,22000,16093,1,0,"9","5",2019,10,25,"02:00"
"7132",10,310,2.6,1024.2,5,71.1,22000,16093,1,0,"9","5",2019,10,25,"03:00"
"7133",8.9,330,3.6,1024.7,5,76.5,22000,16093,1,0,"9","5",2019,10,25,"04:00"
"7134",8.9,320,2.6,1024.9,3.9,70.9,22000,16093,1,0,"9","5",2019,10,25,"05:00"
"7135",10,320,4.1,1025.1,2.8,60.9,22000,16093,1,0,"9","5",2019,10,25,"06:00"
"7136",10,320,4.1,1025.8,2.8,60.9,22000,16093,1,0,"9","5",2019,10,25,"07:00"
"7137",10.6,320,4.1,1026,2.8,58.5,22000,16093,1,0,"9","5",2019,10,25,"08:00"
"7138",10,330,4.6,1026.2,3.3,63.1,22000,16093,1,0,"9","5",2019,10,25,"09:00"
"7139",10.6,320,3.1,1026.4,3.9,63.2,22000,16093,1,0,"9","5",2019,10,25,"10:00"
"7140",11.7,340,2.1,1026.4,3.9,58.8,3353,16093,1,0,"9","5",2019,10,25,"11:00"
"7141",11.7,290,2.1,1025.7,3.3,56.4,2896,16093,1,0,"9","5",2019,10,25,"12:00"
"7142",11.7,260,2.1,1025.2,3.3,56.4,2591,16093,1,0,"9","5",2019,10,25,"13:00"
"7143",11.7,999,2.1,1024.9,3.3,56.4,2591,16093,1,0,"9","5",2019,10,25,"14:00"
"7144",11.7,200,2.1,1024.2,3.9,58.8,2591,16093,1,0,"9","5",2019,10,25,"15:00"
"7145",12.2,220,2.1,1023.4,3.9,56.9,2743,16093,1,0,"9","5",2019,10,25,"16:00"
"7146",11.7,999,0,1023,4.4,60.9,2134,16093,1,0,"9","5",2019,10,25,"17:00"
"7147",10.6,200,2.1,1022.8,4.4,65.5,2896,16093,1,0,"9","5",2019,10,25,"18:00"
"7148",10.6,190,2.6,1022.9,5,68.3,2591,16093,1,0,"9","5",2019,10,25,"19:00"
"7149",10,200,1.5,1022.5,5.6,74.1,2286,16093,1,0,"9","5",2019,10,25,"20:00"
"7150",10,250,1.5,1022.7,6.7,80,1829,16093,NA,NA,NA,NA,2019,10,25,"21:00"
"7151",10,999,0,1022.5,6.7,80,1829,16093,1,0,"2","5",2019,10,25,"22:00"
"7152",8.3,200,1.5,1022.4,7.8,96.7,1829,16093,1,0.3,"9","5",2019,10,25,"23:00"
"7153",7.8,220,1.5,1021.8,6.7,92.8,1372,14484,1,0.5,"9","5",2019,10,26,"00:00"
"7154",7.2,200,2.1,1021.4,6.7,96.6,1311,14484,1,0.3,"9","5",2019,10,26,"01:00"
"7155",7.2,999,0,1021.5,7.2,96,549,8047,1,0.5,"3","1",2019,10,26,"02:00"
"7156",7.2,999,0,1021.1,7.2,96,610,9656,1,0.7,"3","1",2019,10,26,"03:00"
"7157",7.2,999,0,1021.1,7,93.4,91,11265,1,0,"2","1",2019,10,26,"04:00"
"7158",7.8,220,0,1021.1,7,93.4,366,9656,1,0,"2","1",2019,10,26,"05:00"
"7159",7.2,310,2.1,1021.2,7.2,96,274,4828,1,0.3,"9","5",2019,10,26,"06:00"
"7160",6.7,320,1.5,1021.4,6.7,96.6,2134,12875,1,0,"9","5",2019,10,26,"07:00"
"7161",6.7,350,3.1,1022.4,6.1,96,22000,14484,6,1.5,"9","1",2019,10,26,"08:00"
"7162",7.8,320,2.6,1023.8,6.1,89,22000,16093,NA,NA,NA,NA,2019,10,26,"09:00"
"7163",8.9,340,2.1,1023.7,6.7,86.1,22000,16093,1,0,"9","5",2019,10,26,"10:00"
"7164",10,320,3.1,1023.6,4.4,68.2,22000,16093,1,0,"9","5",2019,10,26,"11:00"
"7165",11.7,310,3.6,1023,2.8,54.4,22000,16093,1,0,"9","5",2019,10,26,"12:00"
"7166",11.7,300,3.1,1022.8,1.1,48.2,1463,16093,1,0,"9","5",2019,10,26,"13:00"
"7167",12.8,330,4.6,1022.7,1.1,44.8,22000,16093,1,0,"9","5",2019,10,26,"14:00"
"7168",13.3,280,3.1,1022.8,0.6,41.9,22000,16093,NA,NA,NA,NA,2019,10,26,"15:00"
"7169",12.8,300,3.1,1023.2,-0.6,39.6,22000,16093,NA,NA,NA,NA,2019,10,26,"16:00"
"7170",12.2,300,3.1,1024.2,-1.7,38,22000,16093,NA,NA,NA,NA,2019,10,26,"17:00"
"7171",9.4,10,2.1,1025,-0.6,49.7,22000,16093,NA,NA,NA,NA,2019,10,26,"18:00"
"7172",8.9,300,1.5,1025.5,-0.6,51.4,22000,16093,1,0,"9","5",2019,10,26,"19:00"
"7173",8.9,999,0,1025.9,-2.8,43.7,22000,16093,1,0,"9","5",2019,10,26,"20:00"
"7174",7.8,340,1.5,1026.2,-2.8,47.1,22000,16093,1,0,"9","5",2019,10,26,"21:00"
"7175",6.1,999,0,1026.4,-2.2,55.3,22000,16093,1,0,"9","5",2019,10,26,"22:00"
"7176",3.9,360,2.1,1026.8,-0.6,72.5,22000,16093,1,0,"9","5",2019,10,26,"23:00"
"7177",3.9,310,1.5,1027.2,-1.1,69.9,22000,16093,NA,NA,NA,NA,2019,10,27,"00:00"
"7178",2.8,340,2.1,1027.2,-0.6,78.3,22000,16093,24,2.8,"9","5",2019,10,27,"01:00"
"7179",2.2,20,2.1,1027.1,-1.1,78.8,22000,16093,1,0,"9","5",2019,10,27,"02:00"
"7180",2.8,999,0,1027.4,-1.1,75.5,22000,16093,1,0,"9","5",2019,10,27,"03:00"
"7181",2.2,300,1.5,1027.2,-1.1,78.8,22000,16093,1,0,"9","5",2019,10,27,"04:00"
"7182",1.7,360,2.6,1027.2,0,88.5,22000,16093,1,0,"9","5",2019,10,27,"05:00"
"7183",1.7,20,2.1,1026.8,-0.6,84.7,22000,16093,NA,NA,NA,NA,2019,10,27,"06:00"
"7184",2.2,10,2.1,1026.7,-0.6,81.7,22000,16093,1,0,"9","5",2019,10,27,"07:00"
"7185",2.2,360,1.5,1026.2,-0.6,81.7,22000,16093,1,0,"9","5",2019,10,27,"08:00"
"7186",3.3,20,1.5,1025.4,0.6,82.5,3658,16093,1,0,"9","5",2019,10,27,"09:00"
"7187",3.9,360,1.5,1025.2,1.1,82,2743,16093,1,0,"2","5",2019,10,27,"10:00"
"7188",3.9,999,2.1,1025.2,2.8,92.5,2743,9656,1,0.8,"9","6",2019,10,27,"11:00"
"7189",3.9,50,2.1,1024.2,3.3,95.9,1981,6437,1,2,"9","5",2019,10,27,"12:00"
"7190",5.6,110,1.5,1022.7,5,95.9,152,4023,1,0.5,"3","1",2019,10,27,"13:00"
"7191",6,120,3.1,1021.2,6,100,122,3219,1,3.3,"3","1",2019,10,27,"14:00"
"7192",7.2,130,2.1,1019.5,6.7,96.6,91,4828,1,1.7,"3","1",2019,10,27,"15:00"
"7193",6.7,120,3.1,1018.5,6.1,96,183,4023,1,0.7,"3","1",2019,10,27,"16:00"
"7194",6.7,130,6.2,1017,6.1,96,274,16093,1,1.3,"9","5",2019,10,27,"17:00"
"7195",6,110,3.6,1016.9,5.6,96.6,183,4023,1,4.3,"3","1",2019,10,27,"18:00"
"7196",6.1,80,2.6,1017.1,5.6,96.6,152,8047,1,3.8,"9","P",2019,10,27,"19:00"
"7197",5.6,30,3.1,1015.1,5.6,100,122,6437,1,0.8,"3","1",2019,10,27,"20:00"
"7198",5.6,20,2.6,1014.7,5.6,100,122,4828,1,0.2,"3","1",2019,10,27,"21:00"
"7199",6.1,10,2.6,1014.5,5.6,96.6,122,4023,1,0.5,"3","1",2019,10,27,"22:00"
"7200",6.1,10,2.6,1014.3,6.1,100,91,4023,1,0,"2","1",2019,10,27,"23:00"
"7201",6.1,360,4.1,1014.4,6.1,100,91,8047,1,0.3,"9","5",2019,10,28,"00:00"
"7202",6.1,350,4.1,1014.5,6.1,100,122,12875,1,0,"2","5",2019,10,28,"01:00"
"7203",6.1,360,4.6,1015,6.1,100,122,4828,1,0.3,"9","5",2019,10,28,"02:00"
"7204",6.1,10,4.1,1015.7,6.1,100,122,4828,1,0,"2","5",2019,10,28,"03:00"
"7205",6.1,10,3.1,1016.4,6.1,96,152,12875,1,0,"9","5",2019,10,28,"04:00"
"7206",6.7,360,3.1,1017.5,6.1,96,122,11265,1,0,"9","5",2019,10,28,"05:00"
"7207",6.7,360,2.6,1019.1,6.1,96,122,6437,1,0,"9","5",2019,10,28,"06:00"
"7208",6.7,350,2.1,1020.4,6.7,100,122,8047,1,0,"9","5",2019,10,28,"07:00"
"7209",6.7,20,2.1,1021.4,6.7,100,122,4023,1,0,"9","5",2019,10,28,"08:00"
"7210",6.7,10,2.6,1022.5,6.7,96.6,91,2816,1,0,"9","5",2019,10,28,"09:00"
"7211",7.2,20,2.1,1023.3,6.7,96.6,122,2816,1,0,"9","5",2019,10,28,"10:00"
"7212",7.8,30,2.6,1023.8,6.7,92.8,213,12875,1,0,"9","5",2019,10,28,"11:00"
"7213",8.3,330,0,1024.3,6.7,89.7,274,16093,1,0,"9","5",2019,10,28,"12:00"
"7214",8.3,999,0,1024.4,6.7,89.7,305,11265,1,0,"9","5",2019,10,28,"13:00"
"7215",8.9,90,1.5,1024.2,6.7,83.2,427,16093,1,0,"9","5",2019,10,28,"14:00"
"7216",8.9,999,0,1024.8,6.7,86.1,366,16093,1,0,"9","5",2019,10,28,"15:00"
"7217",8.9,150,2.1,1025.6,7.2,89.1,335,16093,1,0,"9","5",2019,10,28,"16:00"
"7218",7.8,130,2.6,1025.8,7,92.8,274,2816,1,0,"9","5",2019,10,28,"17:00"
"7219",7.8,150,1.5,1026.4,7.8,96.7,213,4828,1,0,"9","5",2019,10,28,"18:00"
"7220",8.3,999,0,1027.1,7.8,96.7,213,16093,1,0,"9","5",2019,10,28,"19:00"
"7221",8.3,170,1.5,1027.5,7.8,96.7,335,16093,1,0,"9","5",2019,10,28,"20:00"
"7222",8,170,1.5,1027.8,7.8,96.7,457,16093,1,0,"9","5",2019,10,28,"21:00"
"7223",7.8,150,1.5,1028,7.8,96.7,488,16093,1,0,"9","5",2019,10,28,"22:00"
"7224",7.8,170,1.5,1028,7.8,100,91,16093,1,0,"9","5",2019,10,28,"23:00"
"7225",7.8,170,1.5,1028.1,7.8,100,61,12875,1,0,"9","5",2019,10,29,"00:00"
"7226",7.8,999,0,1028.3,7.8,100,366,16093,1,0,"9","5",2019,10,29,"01:00"
"7227",7.8,200,0,1028.5,7.2,96,335,4023,1,0,"9","5",2019,10,29,"02:00"
"7228",7.8,150,0,1028.6,7.2,96,396,8047,1,0,"9","5",2019,10,29,"03:00"
"7229",7.8,150,1.5,1028.5,7.8,100,61,402,1,0,"9","5",2019,10,29,"04:00"
"7230",7.8,150,1.5,1028.5,7.8,100,61,402,1,0.2,"3","1",2019,10,29,"05:00"
"7231",7.8,150,1.5,1028.8,7.8,100,61,805,1,0,"9","5",2019,10,29,"06:00"
"7232",7.8,150,2.1,1028.7,7.8,100,61,805,1,0,"9","5",2019,10,29,"07:00"
"7233",7.8,160,2.6,1029.2,7.8,100,61,805,1,0,"9","5",2019,10,29,"08:00"
"7234",7.8,160,2.1,1029.4,7.8,100,91,4828,1,0,"9","5",2019,10,29,"09:00"
"7235",9.4,160,3.1,1028.8,8.3,92.8,427,16093,1,0,"9","5",2019,10,29,"10:00"
"7236",10,999,2.1,1028.8,7.8,82.8,427,16093,1,0,"9","5",2019,10,29,"11:00"
"7237",10,180,3.1,1028.6,8,85.7,427,9656,1,0,"9","5",2019,10,29,"12:00"
"7238",10,150,4.1,1027.8,8.3,82.9,396,14484,1,0,"9","5",2019,10,29,"13:00"
"7239",10,180,3.6,1027.7,8.3,89.2,457,14484,1,0,"2","5",2019,10,29,"14:00"
"7240",10,180,3.1,1026.9,7.8,86.2,427,12875,1,0,"9","5",2019,10,29,"15:00"
"7241",10,180,2.1,1026.8,7.8,86.2,396,16093,1,0,"9","5",2019,10,29,"16:00"
"7242",9.4,180,2.6,1026.6,8.3,89.2,396,14484,1,0,"9","5",2019,10,29,"17:00"
"7243",8.9,160,2.1,1026.8,8.3,92.8,366,4023,1,0,"9","5",2019,10,29,"18:00"
"7244",8.9,180,1.5,1026.7,8.9,100,91,3219,1,0.2,"3","1",2019,10,29,"19:00"
"7245",8.9,170,2.1,1026.8,8.9,100,91,12875,1,0.3,"3","1",2019,10,29,"20:00"
"7246",8.9,150,2.1,1026.6,8.9,100,61,805,1,0,"9","5",2019,10,29,"21:00"
"7247",8.9,150,2.1,1026.3,8.9,100,61,2012,1,0,"9","5",2019,10,29,"22:00"
"7248",9.4,180,0,1026.5,9.4,100,61,1207,1,0,"2","1",2019,10,29,"23:00"
"7249",9.4,210,0,1026.5,9.4,100,91,4828,1,0.2,"3","1",2019,10,30,"00:00"
"7250",10,200,2.6,1026.7,10,100,122,11265,24,1.3,"9","5",2019,10,30,"01:00"
"7251",10,200,2.1,1026.3,10,100,122,9656,1,0,"9","5",2019,10,30,"02:00"
"7252",10,220,2.1,1025.9,10,100,152,12875,1,0,"9","5",2019,10,30,"03:00"
"7253",10,999,1.5,1025.5,10,100,122,14484,1,0,"9","5",2019,10,30,"04:00"
"7254",10.6,200,1.5,1025.5,10,96.1,122,11265,1,0,"9","5",2019,10,30,"05:00"
"7255",10.6,220,1.5,1025.6,10,96.1,122,12875,1,0,"9","5",2019,10,30,"06:00"
"7256",10.6,220,1.5,1025.8,10,96.1,122,12875,1,0,"9","5",2019,10,30,"07:00"
"7257",10.6,999,1.5,1026.1,10.6,100,152,16093,1,0,"9","5",2019,10,30,"08:00"
"7258",10.6,230,1.5,1026.4,10,96.1,152,16093,1,0,"9","5",2019,10,30,"09:00"
"7259",11.1,250,2.1,1026.5,10,92.9,183,16093,1,0,"9","5",2019,10,30,"10:00"
"7260",11.7,220,2.6,1026.3,10.6,93,274,16093,1,0,"9","5",2019,10,30,"11:00"
"7261",12.2,250,0,1026.1,10.6,83.7,305,16093,1,0,"9","5",2019,10,30,"12:00"
"7262",13.3,220,2.1,1025.7,10.6,83.7,701,16093,1,0,"9","5",2019,10,30,"13:00"
"7263",14.4,999,1.5,1025.3,11.1,80.6,457,16093,1,0,"9","5",2019,10,30,"14:00"
"7264",14.4,200,1.5,1024.4,11.1,80.6,488,16093,1,0,"9","5",2019,10,30,"15:00"
"7265",14.4,999,0,1024.5,11.1,80.6,549,16093,1,0,"9","5",2019,10,30,"16:00"
"7266",14.4,999,0,1024.5,11.7,83.8,549,16093,1,0,"9","5",2019,10,30,"17:00"
"7267",13.9,150,2.1,1024.4,12.2,89.5,549,16093,1,0,"9","5",2019,10,30,"18:00"
"7268",13.3,160,2.6,1024.3,12.2,93.1,549,16093,1,0,"9","5",2019,10,30,"19:00"
"7269",12.2,160,1.5,1024.5,12.2,96.1,91,14484,1,0,"9","5",2019,10,30,"20:00"
"7270",12.2,160,2.1,1023.7,12.2,100,61,805,1,0,"9","5",2019,10,30,"21:00"
"7271",12.2,170,1.5,1023.4,12.2,100,61,805,1,0,"9","5",2019,10,30,"22:00"
"7272",12.2,160,2.6,1022.8,12.2,100,61,2414,1,0,"9","5",2019,10,30,"23:00"
"7273",12.2,120,1.5,1022,12.2,100,61,1207,1,0,"2","5",2019,10,31,"00:00"
"7274",12.2,120,2.6,1021,12.2,100,91,2012,1,0.8,"9","5",2019,10,31,"01:00"
"7275",12,70,1.5,1020.2,12,100,91,2414,1,0.2,"3","1",2019,10,31,"02:00"
"7276",12.2,110,1.5,1018.8,12.2,100,91,1207,1,0.5,"3","1",2019,10,31,"03:00"
"7277",12.2,80,2.1,1017.6,12.2,100,91,1207,1,0,"9","5",2019,10,31,"04:00"
"7278",12.8,150,1.5,1016.9,12.8,100,91,402,1,0,"2","1",2019,10,31,"05:00"
"7279",12.8,170,2.6,1016.1,12.8,100,61,402,1,0,"2","1",2019,10,31,"06:00"
"7280",12.8,200,2.1,1016.1,12.8,100,61,402,1,0,"2","1",2019,10,31,"07:00"
"7281",13.3,160,1.5,1015.7,13.3,100,61,402,1,0.5,"3","1",2019,10,31,"08:00"
"7282",13.3,160,3.1,1015.4,13.3,100,122,402,1,1,"3","1",2019,10,31,"09:00"
"7283",14.4,170,3.6,1014,14.4,100,122,2414,1,0.5,"3","1",2019,10,31,"10:00"
"7284",14.4,190,3.1,1013.2,14.4,100,183,2012,1,0.7,"3","1",2019,10,31,"11:00"
"7285",15,190,4.1,1012.1,15,100,183,2012,1,0.5,"3","1",2019,10,31,"12:00"
"7286",15.6,190,3.6,1010.4,15,93.8,122,16093,1,0.5,"3","1",2019,10,31,"13:00"
"7287",15.6,200,2.6,1009.5,15.6,100,91,2816,1,0,"9","5",2019,10,31,"14:00"
"7288",15.6,190,3.1,1008.8,15.6,100,91,4023,1,0.2,"3","1",2019,10,31,"15:00"
"7289",16.1,190,3.6,1007.9,15.6,96.9,122,16093,1,0.3,"3","1",2019,10,31,"16:00"
"7290",17.2,190,5.7,1007.2,17.2,100,91,6437,1,0,"2","5",2019,10,31,"17:00"
"7291",17.2,180,5.7,1005.9,17.2,100,122,14484,1,0.3,"9","5",2019,10,31,"18:00"
"7292",17.8,190,6.2,1005.4,17.2,96.3,152,11265,1,0,"2","5",2019,10,31,"19:00"
"7293",17,180,5.1,1004.8,16.7,96.9,244,8047,1,0.2,"3","1",2019,10,31,"20:00"
"7294",17.2,170,8.2,1003.7,16.7,96.9,244,8047,1,0.8,"9","5",2019,10,31,"21:00"
"7295",17.8,190,6.7,1003,17.2,96.3,213,9656,1,0.3,"9","5",2019,10,31,"22:00"
"7296",17.8,190,7.2,1002.2,17.2,96.3,183,4828,1,0,"2","5",2019,10,31,"23:00"
"7297",17.8,190,5.1,1001.3,17.2,96.3,152,4023,1,0.2,"3","1",2019,11,1,"00:00"
"7298",17.8,180,7.2,1000,17.2,96.3,122,8047,1,0,"2","5",2019,11,1,"01:00"
"7299",18.3,180,5.1,998.7,17.8,96.9,122,6437,1,0.2,"3","1",2019,11,1,"02:00"
"7300",18.3,180,8.2,996.9,17.8,96.9,213,8047,1,0,"2","5",2019,11,1,"03:00"
"7301",17.8,180,7.2,994.9,17.8,96.9,122,9656,1,0.2,"3","1",2019,11,1,"04:00"
"7302",19.4,190,9.8,993.1,17.8,90.5,274,14484,1,0,"9","5",2019,11,1,"05:00"
"7303",17.8,200,8.2,993.4,16.7,93.3,274,4828,1,0.3,"3","1",2019,11,1,"06:00"
"7304",14.4,230,6.7,995.7,12.8,86.2,518,6437,1,1,"3","1",2019,11,1,"07:00"
"7305",13.3,220,6.7,995.9,10,80.4,2896,16093,1,0.3,"9","5",2019,11,1,"08:00"
"7306",11.7,230,7.2,997.9,3.3,56.4,22000,16093,1,0,"9","5",2019,11,1,"09:00"
"7307",10.6,230,7.7,1000.1,1.7,54.1,22000,16093,1,0,"9","5",2019,11,1,"10:00"
"7308",11.1,240,8.8,1002.3,-0.6,44.3,22000,16093,1,0,"9","5",2019,11,1,"11:00"
"7309",11.7,250,7.2,1003.4,-1.7,39.3,22000,16093,1,0,"9","5",2019,11,1,"12:00"
"7310",12.2,260,7.7,1003.8,-2.8,35.1,22000,16093,1,0,"9","5",2019,11,1,"13:00"
"7311",13.3,270,6.7,1005.7,-2.2,34.1,22000,16093,1,0,"9","5",2019,11,1,"14:00"
"7312",12.8,270,4.6,1008,-2.2,35.2,22000,16093,1,0,"9","5",2019,11,1,"15:00"
"7313",11.1,290,7.7,1010.1,-3.9,34.7,22000,16093,1,0,"9","5",2019,11,1,"16:00"
"7314",10,270,6.7,1012.1,-3.9,37.4,22000,16093,1,0,"9","5",2019,11,1,"17:00"
"7315",8.3,270,3.6,1014.1,-4.4,40.4,22000,16093,1,0,"9","5",2019,11,1,"18:00"
"7316",7.2,270,6.7,1015.6,-5,41.6,22000,16093,1,0,"9","5",2019,11,1,"19:00"
"7317",7.2,270,7.2,1016.6,-5.6,39.7,22000,16093,1,0,"9","5",2019,11,1,"20:00"
"7318",5.6,310,3.6,1018.5,-5,46.4,22000,16093,1,0,"9","5",2019,11,1,"21:00"
"7319",5.6,290,3.6,1019.2,-5.6,44.4,22000,16093,1,0,"9","5",2019,11,1,"22:00"
"7320",4.4,290,4.1,1019.7,-5,50.5,22000,16093,1,0,"9","5",2019,11,1,"23:00"
"7321",2.8,999,3.1,1020.4,-4.4,59.1,22000,16093,1,0,"9","5",2019,11,2,"00:00"
"7322",3.3,290,3.6,1020.8,-5,54.5,22000,16093,1,0,"9","5",2019,11,2,"01:00"
"7323",2.8,270,2.6,1021.4,-5,56.5,22000,16093,1,0,"9","5",2019,11,2,"02:00"
"7324",2.2,270,1.5,1021.9,-5,59,22000,16093,1,0,"9","5",2019,11,2,"03:00"
"7325",1.1,280,2.6,1022.2,-5,63.8,22000,16093,1,0,"9","5",2019,11,2,"04:00"
"7326",1.1,280,2.6,1022.6,-4.4,66.7,22000,16093,1,0,"9","5",2019,11,2,"05:00"
"7327",0.6,300,3.1,1023,-5,66.1,22000,16093,1,0,"9","5",2019,11,2,"06:00"
"7328",0,330,1.5,1023,-4.4,72.3,22000,16093,1,0,"9","5",2019,11,2,"07:00"
"7329",0,999,0,1023.8,-4.4,72.3,22000,16093,1,0,"9","5",2019,11,2,"08:00"
"7330",2.2,290,2.1,1024,-3.9,64,22000,16093,NA,NA,NA,NA,2019,11,2,"09:00"
"7331",3.9,999,0,1024.4,-4.4,54.7,22000,16093,NA,NA,NA,NA,2019,11,2,"10:00"
"7332",5.6,999,0,1024.1,-3.3,52.8,22000,16093,NA,NA,NA,NA,2019,11,2,"11:00"
"7333",5.6,999,1.5,1023.3,-3.9,50.4,22000,16093,NA,NA,NA,NA,2019,11,2,"12:00"
"7334",6.7,999,0,1022,-3.3,48.9,22000,16093,NA,NA,NA,NA,2019,11,2,"13:00"
"7335",7.8,150,3.6,1021.1,-3.3,45.4,22000,16093,NA,NA,NA,NA,2019,11,2,"14:00"
"7336",8.3,170,3.6,1020.6,-3.9,41.9,22000,16093,NA,NA,NA,NA,2019,11,2,"15:00"
"7337",7.8,180,3.6,1019.8,-3.3,45.4,22000,16093,NA,NA,NA,NA,2019,11,2,"16:00"
"7338",6.7,200,3.1,1019.9,-2.2,53.1,22000,16093,NA,NA,NA,NA,2019,11,2,"17:00"
"7339",6.1,170,3.1,1019.8,-1.1,59.9,1097,16093,NA,NA,NA,NA,2019,11,2,"18:00"
"7340",5.6,190,2.1,1019.9,0,67.2,1097,16093,NA,NA,NA,NA,2019,11,2,"19:00"
"7341",5.6,140,2.6,1019.1,0.6,70.2,1219,16093,NA,NA,NA,NA,2019,11,2,"20:00"
"7342",5,120,2.1,1018.1,0.6,73.2,1341,16093,NA,NA,NA,NA,2019,11,2,"21:00"
"7343",5.6,70,1.5,1017.5,1.1,72.8,823,16093,NA,NA,NA,NA,2019,11,2,"22:00"
"7344",4.4,330,2.1,1016.8,1.7,82.6,640,16093,NA,NA,NA,NA,2019,11,2,"23:00"
"7345",3.3,320,2.6,1016.5,1.7,85.6,518,3219,1,0.3,"9","5",2019,11,3,"00:00"
"7346",3.3,330,2.6,1015.9,2.8,92.5,610,8047,1,0,"2","1",2019,11,3,"01:00"
"7347",3.9,60,0,1014.8,3.3,95.9,1676,16093,1,0,"2","1",2019,11,3,"02:00"
"7348",3.3,999,0,1014.4,3.3,100,1829,14484,1,0,"9","5",2019,11,3,"03:00"
"7349",3.3,999,0,1013.9,2.8,96.5,1981,14484,1,0,"9","5",2019,11,3,"04:00"
"7350",2.2,280,0,1013.9,1.7,95.8,22000,805,1,0,"9","5",2019,11,3,"05:00"
"7351",1.7,999,0,1013.7,1.1,95.8,22000,2816,1,0,"9","5",2019,11,3,"06:00"
"7352",1.1,40,0,1013.9,1.1,100,1676,402,1,0,"9","5",2019,11,3,"07:00"
"7353",1,999,0,1014.3,1,100,1676,4023,1,0,"9","5",2019,11,3,"08:00"
"7354",3.9,999,0,1014.5,2.2,88.7,22000,16093,1,0,"9","5",2019,11,3,"09:00"
"7355",6.1,999,1.5,1014.7,2.2,76.1,22000,16093,1,0,"9","5",2019,11,3,"10:00"
"7356",7.8,280,3.6,1015.2,1.1,62.6,22000,16093,1,0,"9","5",2019,11,3,"11:00"
"7357",8.9,300,3.6,1015.1,-1.1,49.5,22000,16093,1,0,"9","5",2019,11,3,"12:00"
